external_gene_name,logFC_rna,padj_rna,CpG_Beta_diff,logFC_meth,padj_meth,ensembl_gene_id,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,RG1_All_filtered,RG2_Changes_filtered,RG3_Translation_filtered,RG4_Detection_filtered,Methylation,RNA,Protein,RG1_All,RG2_Changes,RG3_Translation
NCLN,0.352762405682975,3.83317354410673e-13,-0.0359515536804941,-0.685860826108455,1.1668449821666301e-35,ENSG00000125912,56926.0,NCLN,0.140993159534939,1.04668000436339e-07,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
SLC33A1,0.447992180280925,3.97521293066272e-13,-0.2294368243939241,-1.55526590199917,5.223328219071632e-60,ENSG00000169359,9197.0,SLC33A1,0.0457290614886739,0.280441514350072,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
SULT1C2,-1.05765336197568,4.0133285263821097e-13,0.1031742095237597,0.894516870528205,4.5384608174483904e-14,ENSG00000198203,6819.0,SULT1C2,-1.15648091933358,7.65218010285382e-54,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS,MDS,Hypermethylation,RNA DOWN,Protein DOWN,Hypermethylation + RNA DOWN + Protein DOWN,MDS,MDS
LRRC20,0.613069975506889,4.04034190885283e-13,0.1705310465625173,1.94147989205006,1.13851141077074e-39,ENSG00000172731,55222.0,LRRC20,0.363403019338548,8.76247610882959e-30,Hypermethylation + RNA No change + Protein significant-positive,None,None,None,Hypermethylation,RNA No change,Protein significant-positive,Hypermethylation + RNA No change + Protein significant-positive,None,None
HECTD3,-0.269067778357192,4.05141823980701e-13,,,,ENSG00000126107,79654.0,HECTD3,-0.0700534769930537,1.13021474118278e-06,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
PCSK9,-1.93713711154612,4.05503944015443e-13,,,,ENSG00000169174,255738.0,PCSK9,-0.187755615486038,0.000472836894576,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS,TPDS,Methylation No change,RNA DOWN,Protein significant-negative,Methylation No change + RNA DOWN + Protein significant-negative,TPDS_TMDE,TPDS
CHKA,-0.406841669714237,4.11708522391103e-13,-0.2648180650925686,-4.7871442613878,7.56389308143861e-249,ENSG00000110721,1119.0,CHKA,-0.0144846850647576,0.685033129348734,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
CTDP1,-0.342397728674652,4.19221338413594e-13,-0.0252449276367441,-0.70836136543209,3.5040896569007305e-61,ENSG00000060069,9150.0,CTDP1,-0.0663731785533266,1.45367074125297e-06,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
ZBTB37,-0.229578721457007,4.22331351364756e-13,,,,ENSG00000185278,84614.0,ZBTB37,-0.140656925566343,0.0406709674545709,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
GDAP1,-0.601172725617143,4.25252960039645e-13,,,,ENSG00000104381,54332.0,GDAP1,-0.435170947048214,1.90504470698257e-25,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
LMF2,0.325163925904836,4.28962730658893e-13,,,,ENSG00000100258,91289.0,LMF2,0.275661457215888,2.69254345174029e-19,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
PHIP,0.3162279158708,4.3187333363838e-13,0.0414445176123137,1.11313371640327,1.31079310193479e-69,ENSG00000146247,55023.0,PHIP,0.140591736785332,1.84824873734355e-13,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
HPS6,0.264264955552315,4.37658752399985e-13,-0.0671808234616805,-0.613179380479523,9.82048297139307e-37,ENSG00000166189,79803.0,HPS6,0.216438001749498,2.12152293791732e-25,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
ZFP3,-0.277003385255303,4.56900738140177e-13,-0.0384349993018469,-0.987327884982919,1.19738842418824e-38,ENSG00000180787,124961.0,ZFP3,0.124472248591635,0.0019979167853906,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
PRPS1,0.301365670788958,4.66239797591364e-13,-0.0785401280842564,-1.05267222709549,7.63765937438951e-40,ENSG00000147224,5631.0,PRPS1,0.385690496224381,2.24397238045473e-39,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
USP43,-0.560089245827568,4.68757466599735e-13,,,,ENSG00000154914,124739.0,USP43,0.0146764664988625,0.742720225318118,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
STXBP4,-0.398814780156614,4.73774112347857e-13,-0.0150183066544189,-0.402838495197538,4.34326729069652e-20,ENSG00000166263,252983.0,STXBP4,-0.365531594150787,1.55827951718028e-37,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
SNX15,-0.460902857298759,4.74062008106653e-13,,,,ENSG00000110025,29907.0,SNX15,-0.188936092532663,1.31084057541505e-18,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
KIF26B,-0.823105553814569,4.761559463455209e-13,-0.1950642054931671,-1.31102332226191,7.07715828515877e-23,ENSG00000162849,55083.0,KIF26B,0.116471624096276,0.323604828964612,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
AACS,-0.537317871404125,5.055135623235149e-13,-0.1409402062778503,-1.40261906028491,1.87883051955537e-22,ENSG00000081760,65985.0,AACS,-0.242712881766599,1.6501356373686902e-09,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
BCHE,-1.69910447441215,5.13670386330136e-13,-0.1892406272833366,-1.45162756474107,2.3095925619439e-34,ENSG00000114200,590.0,BCHE,0.37995115443069,5.98529889986593e-08,Hypomethylation + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE,TPDS_TMDE,Hypomethylation,RNA DOWN,Protein significant-positive,Hypomethylation + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE
GDF15,-0.974438354320195,5.265090668981109e-13,,,,ENSG00000130513,9518.0,GDF15,0.0097885984064893,0.867000991589352,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
IFT43,-0.326156791299197,5.58008796580851e-13,-0.1899609585961226,-1.40497779871332,1.5988457203911198e-26,ENSG00000119650,112752.0,IFT43,-0.148569931871879,7.51012945174961e-06,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
SZT2,-0.303651595400546,5.6868041955384e-13,-0.1165374864376803,-0.706044811987394,1.21348405519602e-14,ENSG00000198198,23334.0,SZT2,-0.0287711614527144,0.0965023117719381,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
SMIM15,0.288553024669597,5.78826021173549e-13,-0.1177987059252438,-1.43209933526592,3.53780808882082e-63,ENSG00000188725,643155.0,SMIM15,0.306112440369172,0.0052511750146773,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
CDC123,0.286335506493207,5.828117883901359e-13,-0.2932639951633777,-2.13108385692285,2.76010862582972e-59,ENSG00000151465,8872.0,CDC123,0.337632580064217,1.64340841326431e-39,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
TICAM1,0.584700308456296,5.92852688158891e-13,-0.1328892986647364,-0.880045188056669,1.79730867854355e-41,ENSG00000127666,148022.0,TICAM1,0.522514753685726,1.05783316352051e-50,Hypomethylation + RNA No change + Protein UP,TMDE,TMDE,TMDE,Hypomethylation,RNA No change,Protein UP,Hypomethylation + RNA No change + Protein UP,TMDE,TMDE
NDC1,0.313457368173702,6.16216433493185e-13,-0.0926433996837634,-0.68361657458319,5.7735407091233e-09,ENSG00000058804,55706.0,NDC1,0.17336052259379,3.81653748354222e-12,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
FBXL18,-0.415645466027746,6.18603753742192e-13,,,,ENSG00000155034,80028.0,FBXL18,0.0317720635397401,0.0579562507117722,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
RHOBTB3,-1.00849412023132,6.19203016465004e-13,,,,ENSG00000164292,22836.0,RHOBTB3,0.116260951696032,0.0280306575303448,Methylation No change + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE,TPDS_TMDE,Methylation No change,RNA DOWN,Protein significant-positive,Methylation No change + RNA DOWN + Protein significant-positive,TPDS_TMDE,TMDE
AGGF1,0.236133526351252,6.278574762995769e-13,-0.2052699281955916,-2.73934182041886,5.79197101781986e-65,ENSG00000164252,55109.0,AGGF1,-0.0768494757564049,0.0023236721783655,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
MYH7B,-0.524376966235668,6.28499712889083e-13,-0.0994911632368453,-0.668485536637341,2.58610460264578e-25,ENSG00000078814,57644.0,MYH7B,-0.310764946661872,4.39307016937342e-06,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
ADAMTSL1,-1.14921818045223,6.61668636567593e-13,,,,ENSG00000178031,92949.0,ADAMTSL1,-0.936549503910151,8.19876837790425e-40,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS,TPDS,Methylation No change,RNA DOWN,Protein DOWN,Methylation No change + RNA DOWN + Protein DOWN,TPDS,TPDS
B4GALT5,0.600830899676293,6.85104636881712e-13,,,,ENSG00000158470,9334.0,B4GALT5,0.435234810552527,5.98716049211264e-14,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
EXTL2,-0.374818012021655,6.93433181491056e-13,,,,ENSG00000162694,2135.0,EXTL2,-0.0748699964640482,0.0087459401702326,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
PSMB1,0.330383284460932,6.94071802976009e-13,-0.014512199319606,-0.298816392707234,3.53308130752709e-10,ENSG00000008018,5689.0,PSMB1,0.228738592832314,2.2253307661789894e-34,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
PROSER1,-0.332381452308032,7.07955918099417e-13,-0.1095874509823315,-1.41692232658579,5.61591449799383e-59,ENSG00000120685,80209.0,PROSER1,0.0097926621119495,0.921519998076643,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
PCYOX1L,0.517556787805737,7.18805726759226e-13,-0.0215545238499049,-0.346537252493266,1.01599094733996e-18,ENSG00000145882,78991.0,PCYOX1L,0.471038722282151,1.8711807622565898e-33,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
SPG11,0.190507742880659,7.23271523370667e-13,-0.2017969892495058,-1.48425550947371,5.21444901431888e-39,ENSG00000104133,80208.0,SPG11,0.142722781972912,9.23861623987478e-16,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
PLEKHA8,-0.358380263969892,7.30246296612187e-13,0.0403169038578882,0.564049600685126,9.26313415715905e-12,ENSG00000106086,84725.0,PLEKHA8,0.036329319189741,0.376677070269505,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
RNPS1,0.225479593268803,7.4251065269925e-13,,,,ENSG00000205937,10921.0,RNPS1,0.0265332901833868,0.0640949004410454,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
